
                  X               X-Coords           Z-Coords    

                0.                11.7549E-39        -0.         
                2.56E-03           2.56E-03         172.801E-06  
                5.12522E-03        5.12522E-03      220.034E-06  
                7.71333E-03        7.71333E-03      266.452E-06  
               10.2792E-03        10.2792E-03       313.482E-06  
               12.8466E-03        12.8466E-03       353.921E-06  
               15.4213E-03        15.4213E-03       396.124E-06  
               18.0009E-03        18.0009E-03       446.538E-06  
               20.5804E-03        20.5804E-03       505.909E-06  
               23.1596E-03        23.1596E-03       572.491E-06  
               25.7401E-03        25.7401E-03       647.142E-06  
               28.3212E-03        28.3212E-03       730.8E-06    
               30.9023E-03        30.9023E-03       823.531E-06  
               33.4831E-03        33.4831E-03       925.017E-06  
               36.0637E-03        36.0637E-03         1.03536E-03
               38.6441E-03        38.6441E-03         1.15468E-03
               41.2241E-03        41.2241E-03         1.28296E-03
               43.8036E-03        43.8036E-03         1.42013E-03
               46.3826E-03        46.3826E-03         1.56619E-03
               48.9611E-03        48.9611E-03         1.72116E-03
               51.539E-03         51.539E-03          1.88501E-03
               54.1164E-03        54.1164E-03         2.05773E-03
               56.6931E-03        56.6931E-03         2.23932E-03
               59.2692E-03        59.2692E-03         2.42978E-03
               61.8445E-03        61.8445E-03         2.62908E-03
               64.4192E-03        64.4192E-03         2.83724E-03
               66.9931E-03        66.9931E-03         3.05424E-03
               69.5662E-03        69.5662E-03         3.28009E-03
               72.1386E-03        72.1386E-03         3.51477E-03
               74.7101E-03        74.7101E-03         3.75828E-03
               77.2807E-03        77.2807E-03         4.01061E-03
               79.8504E-03        79.8504E-03         4.27177E-03
               82.4192E-03        82.4192E-03         4.54174E-03
               84.9871E-03        84.9871E-03         4.82053E-03
               87.5539E-03        87.5539E-03         5.10811E-03
               90.1198E-03        90.1198E-03         5.4045E-03 
               92.6845E-03        92.6845E-03         5.70968E-03
               95.2482E-03        95.2482E-03         6.02364E-03
               97.8108E-03        97.8108E-03         6.34639E-03
              100.372E-03        100.372E-03          6.67791E-03
              102.933E-03        102.933E-03          7.01819E-03
              105.492E-03        105.492E-03          7.36723E-03
              108.05E-03         108.05E-03           7.72503E-03
              110.606E-03        110.606E-03          8.09157E-03
              113.161E-03        113.161E-03          8.46685E-03
              115.715E-03        115.715E-03          8.85086E-03
              118.268E-03        118.268E-03          9.24359E-03
              120.819E-03        120.819E-03          9.64504E-03
              123.369E-03        123.369E-03         10.0552E-03 
              125.918E-03        125.918E-03         10.474E-03  
              128.465E-03        128.465E-03         10.9016E-03 
              131.01E-03         131.01E-03          11.3378E-03 
              133.554E-03        133.554E-03         11.7827E-03 
              136.096E-03        136.096E-03         12.2362E-03 
              138.637E-03        138.637E-03         12.6984E-03 
              141.176E-03        141.176E-03         13.1693E-03 
              143.714E-03        143.714E-03         13.6488E-03 
              146.25E-03         146.25E-03          14.1369E-03 
              148.784E-03        148.784E-03         14.6336E-03 
              151.316E-03        151.316E-03         15.1389E-03 
              153.847E-03        153.847E-03         15.6528E-03 
              156.376E-03        156.376E-03         16.1753E-03 
              158.903E-03        158.903E-03         16.7064E-03 
              161.428E-03        161.428E-03         17.2461E-03 
              163.952E-03        163.952E-03         17.7943E-03 
              166.473E-03        166.473E-03         18.351E-03  
              168.992E-03        168.992E-03         18.9163E-03 
              171.51E-03         171.51E-03          19.49E-03   
              174.026E-03        174.026E-03         20.0723E-03 
              176.539E-03        176.539E-03         20.6631E-03 
              179.051E-03        179.051E-03         21.2624E-03 
              181.56E-03         181.56E-03          21.8702E-03 
              184.067E-03        184.067E-03         22.4864E-03 
              186.573E-03        186.573E-03         23.111E-03  
              189.076E-03        189.076E-03         23.7441E-03 
              191.577E-03        191.577E-03         24.3856E-03 
              194.075E-03        194.075E-03         25.0356E-03 
              196.572E-03        196.572E-03         25.6939E-03 
              199.066E-03        199.066E-03         26.3606E-03 
              201.558E-03        201.558E-03         27.0357E-03 
              204.047E-03        204.047E-03         27.7191E-03 
              206.535E-03        206.535E-03         28.4109E-03 
              209.019E-03        209.019E-03         29.111E-03  
              211.502E-03        211.502E-03         29.8194E-03 
              213.982E-03        213.982E-03         30.5362E-03 
              216.459E-03        216.459E-03         31.2612E-03 
              218.935E-03        218.935E-03         31.9945E-03 
              221.407E-03        221.407E-03         32.7361E-03 
