
                  X               X-Coords           Z-Coords    

                0.                11.7549E-39        -0.         
                2.62114E-03        2.62114E-03      362.462E-06  
                5.25669E-03        5.25669E-03      466.879E-06  
                7.93635E-03        7.93635E-03      569.266E-06  
               10.5699E-03        10.5699E-03       668.824E-06  
               13.2079E-03        13.2079E-03       755.208E-06  
               15.8602E-03        15.8602E-03       845.442E-06  
               18.5216E-03        18.5216E-03       951.536E-06  
               21.1824E-03        21.1824E-03         1.07482E-03
               23.8429E-03        23.8429E-03         1.21261E-03
               26.5053E-03        26.5053E-03         1.36676E-03
               29.1687E-03        29.1687E-03         1.53895E-03
               31.8314E-03        31.8314E-03         1.72934E-03
               34.4931E-03        34.4931E-03         1.93749E-03
               37.1539E-03        37.1539E-03         2.16366E-03
               39.8134E-03        39.8134E-03         2.40804E-03
               42.4714E-03        42.4714E-03         2.67062E-03
               45.1275E-03        45.1275E-03         2.9513E-03 
               47.7818E-03        47.7818E-03         3.25011E-03
               50.4341E-03        50.4341E-03         3.56705E-03
               53.0842E-03        53.0842E-03         3.90209E-03
               55.7319E-03        55.7319E-03         4.2552E-03 
               58.3772E-03        58.3772E-03         4.62636E-03
               61.0198E-03        61.0198E-03         5.01556E-03
               63.6598E-03        63.6598E-03         5.42277E-03
               66.2969E-03        66.2969E-03         5.84797E-03
               68.931E-03         68.931E-03          6.29112E-03
               71.5621E-03        71.5621E-03         6.75221E-03
               74.1899E-03        74.1899E-03         7.23121E-03
               76.8144E-03        76.8144E-03         7.7281E-03 
               79.4354E-03        79.4354E-03         8.24284E-03
               82.0529E-03        82.0529E-03         8.77541E-03
               84.6666E-03        84.6666E-03         9.32576E-03
               87.2765E-03        87.2765E-03         9.89389E-03
               89.8825E-03        89.8825E-03        10.4797E-03 
               92.4844E-03        92.4844E-03        11.0833E-03 
               95.0821E-03        95.0821E-03        11.7045E-03 
               97.6756E-03        97.6756E-03        12.3434E-03 
              100.265E-03        100.265E-03         12.9998E-03 
              102.849E-03        102.849E-03         13.6738E-03 
              105.429E-03        105.429E-03         14.3653E-03 
              108.004E-03        108.004E-03         15.0743E-03 
              110.574E-03        110.574E-03         15.8007E-03 
              113.139E-03        113.139E-03         16.5446E-03 
              115.699E-03        115.699E-03         17.3058E-03 
              118.254E-03        118.254E-03         18.0843E-03 
              120.803E-03        120.803E-03         18.8801E-03 
              123.347E-03        123.347E-03         19.6931E-03 
              125.885E-03        125.885E-03         20.5233E-03 
              128.418E-03        128.418E-03         21.3706E-03 
              130.945E-03        130.945E-03         22.235E-03  
              133.466E-03        133.466E-03         23.1165E-03 
              135.98E-03         135.98E-03          24.0149E-03 
              138.489E-03        138.489E-03         24.9303E-03 
              140.992E-03        140.992E-03         25.8626E-03 
              143.488E-03        143.488E-03         26.8118E-03 
              145.977E-03        145.977E-03         27.7777E-03 
              148.46E-03         148.46E-03          28.7604E-03 
              150.936E-03        150.936E-03         29.7597E-03 
              153.406E-03        153.406E-03         30.7757E-03 
              155.868E-03        155.868E-03         31.8083E-03 
              158.324E-03        158.324E-03         32.8574E-03 
              160.772E-03        160.772E-03         33.9229E-03 
              163.213E-03        163.213E-03         35.0048E-03 
              165.647E-03        165.647E-03         36.1031E-03 
              168.073E-03        168.073E-03         37.2177E-03 
              170.492E-03        170.492E-03         38.3485E-03 
              172.903E-03        172.903E-03         39.4954E-03 
              175.306E-03        175.306E-03         40.6585E-03 
              177.701E-03        177.701E-03         41.8376E-03 
              180.088E-03        180.088E-03         43.0326E-03 
              182.468E-03        182.468E-03         44.2436E-03 
              184.839E-03        184.839E-03         45.4705E-03 
              187.202E-03        187.202E-03         46.7131E-03 
              189.556E-03        189.556E-03         47.9714E-03 
              191.902E-03        191.902E-03         49.2453E-03 
              194.239E-03        194.239E-03         50.5349E-03 
              196.568E-03        196.568E-03         51.8399E-03 
              198.888E-03        198.888E-03         53.1604E-03 
              201.199E-03        201.199E-03         54.4963E-03 
              203.5E-03          203.5E-03           55.8474E-03 
              205.793E-03        205.793E-03         57.2138E-03 
              208.077E-03        208.077E-03         58.5953E-03 
              210.352E-03        210.352E-03         59.992E-03  
              212.617E-03        212.617E-03         61.4036E-03 
              214.872E-03        214.872E-03         62.8301E-03 
              217.118E-03        217.118E-03         64.2715E-03 
