
                  X               X-Coords           Z-Coords    

                0.                11.7549E-39        -0.         
                2.65586E-03        2.65586E-03      476.644E-06  
                5.33257E-03        5.33257E-03      617.851E-06  
                8.06434E-03        8.06434E-03      756.14E-06   
               10.7357E-03        10.7357E-03       887.614E-06  
               13.4133E-03        13.4133E-03         1.00174E-03
               16.1091E-03        16.1091E-03         1.1205E-03 
               18.8159E-03        18.8159E-03         1.25881E-03
               21.5219E-03        21.5219E-03         1.41833E-03
               24.2274E-03        24.2274E-03         1.59606E-03
               26.9351E-03        26.9351E-03         1.79447E-03
               29.6436E-03        29.6436E-03         2.01564E-03
               32.3509E-03        32.3509E-03         2.25979E-03
               35.0564E-03        35.0564E-03         2.52646E-03
               37.7602E-03        37.7602E-03         2.81598E-03
               40.4618E-03        40.4618E-03         3.1286E-03 
               43.1608E-03        43.1608E-03         3.46428E-03
               45.8567E-03        45.8567E-03         3.82291E-03
               48.5495E-03        48.5495E-03         4.20448E-03
               51.2388E-03        51.2388E-03         4.60898E-03
               53.9244E-03        53.9244E-03         5.03633E-03
               56.6061E-03        56.6061E-03         5.48646E-03
               59.2836E-03        59.2836E-03         5.9593E-03 
               61.9567E-03        61.9567E-03         6.45479E-03
               64.6252E-03        64.6252E-03         6.97283E-03
               67.2889E-03        67.2889E-03         7.51336E-03
               69.9476E-03        69.9476E-03         8.07628E-03
               72.6011E-03        72.6011E-03         8.66151E-03
               75.2492E-03        75.2492E-03         9.26894E-03
               77.8918E-03        77.8918E-03         9.8985E-03 
               80.5286E-03        80.5286E-03        10.5501E-03 
               83.1594E-03        83.1594E-03        11.2235E-03 
               85.784E-03         85.784E-03         11.9188E-03 
               88.4024E-03        88.4024E-03        12.6358E-03 
               91.0142E-03        91.0142E-03        13.3744E-03 
               93.6194E-03        93.6194E-03        14.1344E-03 
               96.2177E-03        96.2177E-03        14.9158E-03 
               98.809E-03         98.809E-03         15.7185E-03 
              101.393E-03        101.393E-03         16.5423E-03 
              103.97E-03         103.97E-03          17.387E-03  
              106.539E-03        106.539E-03         18.2527E-03 
              109.101E-03        109.101E-03         19.139E-03  
              111.654E-03        111.654E-03         20.046E-03  
              114.2E-03          114.2E-03           20.9735E-03 
              116.737E-03        116.737E-03         21.9213E-03 
              119.267E-03        119.267E-03         22.8893E-03 
              121.788E-03        121.788E-03         23.8774E-03 
              124.3E-03          124.3E-03           24.8854E-03 
              126.803E-03        126.803E-03         25.9132E-03 
              129.298E-03        129.298E-03         26.9607E-03 
              131.784E-03        131.784E-03         28.0276E-03 
              134.26E-03         134.26E-03          29.1139E-03 
              136.727E-03        136.727E-03         30.2194E-03 
              139.185E-03        139.185E-03         31.3439E-03 
              141.633E-03        141.633E-03         32.4873E-03 
              144.072E-03        144.072E-03         33.6495E-03 
              146.501E-03        146.501E-03         34.8302E-03 
              148.92E-03         148.92E-03          36.0293E-03 
              151.329E-03        151.329E-03         37.2468E-03 
              153.728E-03        153.728E-03         38.4823E-03 
              156.117E-03        156.117E-03         39.7358E-03 
              158.496E-03        158.496E-03         41.0071E-03 
              160.864E-03        160.864E-03         42.2959E-03 
              163.221E-03        163.221E-03         43.6023E-03 
              165.568E-03        165.568E-03         44.926E-03  
              167.905E-03        167.905E-03         46.2667E-03 
              170.23E-03         170.23E-03          47.6245E-03 
              172.545E-03        172.545E-03         48.9991E-03 
              174.849E-03        174.849E-03         50.3902E-03 
              177.142E-03        177.142E-03         51.7979E-03 
              179.423E-03        179.423E-03         53.2219E-03 
              181.694E-03        181.694E-03         54.662E-03  
              183.953E-03        183.953E-03         56.118E-03  
              186.201E-03        186.201E-03         57.5899E-03 
              188.438E-03        188.438E-03         59.0774E-03 
              190.663E-03        190.663E-03         60.5803E-03 
              192.877E-03        192.877E-03         62.0985E-03 
              195.079E-03        195.079E-03         63.6319E-03 
              197.27E-03         197.27E-03          65.1802E-03 
              199.449E-03        199.449E-03         66.7432E-03 
              201.616E-03        201.616E-03         68.321E-03  
              203.772E-03        203.772E-03         69.9131E-03 
              205.916E-03        205.916E-03         71.5195E-03 
              208.048E-03        208.048E-03         73.14E-03   
              210.168E-03        210.168E-03         74.7745E-03 
              212.277E-03        212.277E-03         76.4227E-03 
              214.373E-03        214.373E-03         78.0846E-03 
