
                  X               X-Coords           Z-Coords    

                0.                11.7549E-39        -0.         
                1.61606E-03        1.61606E-03      382.092E-06  
                3.25307E-03        3.25307E-03      510.438E-06  
                4.92143E-03        4.92143E-03      628.648E-06  
                6.54404E-03        6.54404E-03      731.85E-06   
                8.17285E-03        8.17285E-03      818.957E-06  
                9.81439E-03        9.81439E-03      904.801E-06  
               11.4641E-03        11.4641E-03       999.911E-06  
               13.1138E-03        13.1138E-03         1.10625E-03
               14.7642E-03        14.7642E-03         1.22263E-03
               16.4167E-03        16.4167E-03         1.35118E-03
               18.0702E-03        18.0702E-03         1.49339E-03
               19.7233E-03        19.7233E-03         1.64972E-03
               21.3754E-03        21.3754E-03         1.82001E-03
               23.0266E-03        23.0266E-03         2.00463E-03
               24.6763E-03        24.6763E-03         2.2037E-03 
               26.3241E-03        26.3241E-03         2.41725E-03
               27.9697E-03        27.9697E-03         2.64516E-03
               29.613E-03         29.613E-03          2.88741E-03
               31.2537E-03        31.2537E-03         3.14391E-03
               32.8916E-03        32.8916E-03         3.41455E-03
               34.5265E-03        34.5265E-03         3.69922E-03
               36.1583E-03        36.1583E-03         3.99778E-03
               37.7867E-03        37.7867E-03         4.31012E-03
               39.4118E-03        39.4118E-03         4.63608E-03
               41.0333E-03        41.0333E-03         4.97553E-03
               42.6511E-03        42.6511E-03         5.32833E-03
               44.2651E-03        44.2651E-03         5.69431E-03
               45.8751E-03        45.8751E-03         6.07334E-03
               47.4811E-03        47.4811E-03         6.46524E-03
               49.083E-03         49.083E-03          6.86986E-03
               50.6806E-03        50.6806E-03         7.28703E-03
               52.2738E-03        52.2738E-03         7.71659E-03
               53.8626E-03        53.8626E-03         8.15835E-03
               55.4468E-03        55.4468E-03         8.61214E-03
               57.0264E-03        57.0264E-03         9.07778E-03
               58.6013E-03        58.6013E-03         9.55508E-03
               60.1714E-03        60.1714E-03        10.0439E-03 
               61.7366E-03        61.7366E-03        10.5439E-03 
               63.2968E-03        63.2968E-03        11.0551E-03 
               64.8521E-03        64.8521E-03        11.5771E-03 
               66.4023E-03        66.4023E-03        12.1099E-03 
               67.9473E-03        67.9473E-03        12.6531E-03 
               69.4872E-03        69.4872E-03        13.2067E-03 
               71.0218E-03        71.0218E-03        13.7703E-03 
               72.5512E-03        72.5512E-03        14.3437E-03 
               74.0752E-03        74.0752E-03        14.9269E-03 
               75.5939E-03        75.5939E-03        15.5194E-03 
               77.1072E-03        77.1072E-03        16.1212E-03 
               78.6151E-03        78.6151E-03        16.7321E-03 
               80.1176E-03        80.1176E-03        17.3517E-03 
               81.6146E-03        81.6146E-03        17.9798E-03 
               83.1062E-03        83.1062E-03        18.6163E-03 
               84.5923E-03        84.5923E-03        19.261E-03  
               86.073E-03         86.073E-03         19.9135E-03 
               87.5482E-03        87.5482E-03        20.5738E-03 
               89.0179E-03        89.0179E-03        21.2415E-03 
               90.4822E-03        90.4822E-03        21.9164E-03 
               91.9411E-03        91.9411E-03        22.5983E-03 
               93.3945E-03        93.3945E-03        23.287E-03  
               94.8425E-03        94.8425E-03        23.9822E-03 
               96.2852E-03        96.2852E-03        24.6838E-03 
               97.7225E-03        97.7225E-03        25.3914E-03 
               99.1545E-03        99.1545E-03        26.1049E-03 
              100.581E-03        100.581E-03         26.8241E-03 
              102.003E-03        102.003E-03         27.5487E-03 
              103.419E-03        103.419E-03         28.2784E-03 
              104.83E-03         104.83E-03          29.0132E-03 
              106.237E-03        106.237E-03         29.7526E-03 
              107.638E-03        107.638E-03         30.4966E-03 
              109.034E-03        109.034E-03         31.2449E-03 
              110.425E-03        110.425E-03         31.9973E-03 
              111.811E-03        111.811E-03         32.7535E-03 
              113.193E-03        113.193E-03         33.5133E-03 
              114.57E-03         114.57E-03          34.2765E-03 
              115.942E-03        115.942E-03         35.0429E-03 
              117.31E-03         117.31E-03          35.8123E-03 
              118.673E-03        118.673E-03         36.5844E-03 
              120.032E-03        120.032E-03         37.359E-03  
              121.387E-03        121.387E-03         38.136E-03  
              122.737E-03        122.737E-03         38.9151E-03 
              124.083E-03        124.083E-03         39.6961E-03 
              125.425E-03        125.425E-03         40.4787E-03 
              126.763E-03        126.763E-03         41.2629E-03 
              128.098E-03        128.098E-03         42.0483E-03 
