
                  X               X-Coords           Z-Coords    

                0.                11.7549E-39        -0.         
              652.445E-06        652.445E-06         77.3172E-06 
                1.30854E-03        1.30854E-03       98.5442E-06 
                1.97566E-03        1.97566E-03      121.141E-06  
                2.63272E-03        2.63272E-03      145.441E-06  
                3.29021E-03        3.29021E-03      168.365E-06  
                3.95071E-03        3.95071E-03      193.646E-06  
                4.61285E-03        4.61285E-03      223.916E-06  
                5.27447E-03        5.27447E-03      259.27E-06   
                5.93555E-03        5.93555E-03      298.934E-06  
                6.5967E-03         6.5967E-03       343.227E-06  
                7.2577E-03         7.2577E-03       392.485E-06  
                7.9182E-03         7.9182E-03       446.666E-06  
                8.57812E-03        8.57812E-03      505.624E-06  
                9.23753E-03        9.23753E-03      569.373E-06  
                9.89636E-03        9.89636E-03      637.94E-06   
               10.5545E-03        10.5545E-03       711.286E-06  
               11.212E-03         11.212E-03        789.371E-06  
               11.8688E-03        11.8688E-03       872.171E-06  
               12.5248E-03        12.5248E-03       959.669E-06  
               13.18E-03          13.18E-03           1.05184E-03
               13.8344E-03        13.8344E-03         1.14864E-03
               14.4879E-03        14.4879E-03         1.25006E-03
               15.1406E-03        15.1406E-03         1.35608E-03
               15.7924E-03        15.7924E-03         1.46665E-03
               16.4432E-03        16.4432E-03         1.58176E-03
               17.093E-03         17.093E-03          1.70137E-03
               17.7419E-03        17.7419E-03         1.82547E-03
               18.3897E-03        18.3897E-03         1.95402E-03
               19.0365E-03        19.0365E-03         2.087E-03  
               19.6822E-03        19.6822E-03         2.22438E-03
               20.3269E-03        20.3269E-03         2.36613E-03
               20.9704E-03        20.9704E-03         2.51223E-03
               21.6127E-03        21.6127E-03         2.66264E-03
               22.2539E-03        22.2539E-03         2.81735E-03
               22.8939E-03        22.8939E-03         2.97632E-03
               23.5326E-03        23.5326E-03         3.13952E-03
               24.1701E-03        24.1701E-03         3.30693E-03
               24.8064E-03        24.8064E-03         3.47853E-03
               25.4413E-03        25.4413E-03         3.65427E-03
               26.075E-03         26.075E-03          3.83415E-03
               26.7073E-03        26.7073E-03         4.01812E-03
               27.3383E-03        27.3383E-03         4.20616E-03
               27.9679E-03        27.9679E-03         4.39825E-03
               28.5961E-03        28.5961E-03         4.59435E-03
               29.2229E-03        29.2229E-03         4.79443E-03
               29.8483E-03        29.8483E-03         4.99848E-03
               30.4722E-03        30.4722E-03         5.20646E-03
               31.0946E-03        31.0946E-03         5.41835E-03
               31.7156E-03        31.7156E-03         5.63411E-03
               32.335E-03         32.335E-03          5.85372E-03
               32.953E-03         32.953E-03          6.07716E-03
               33.5694E-03        33.5694E-03         6.30439E-03
               34.1842E-03        34.1842E-03         6.53539E-03
               34.7975E-03        34.7975E-03         6.77012E-03
               35.4092E-03        35.4092E-03         7.00857E-03
               36.0193E-03        36.0193E-03         7.25071E-03
               36.6277E-03        36.6277E-03         7.4965E-03 
               37.2346E-03        37.2346E-03         7.74592E-03
               37.8398E-03        37.8398E-03         7.99895E-03
               38.4433E-03        38.4433E-03         8.25556E-03
               39.0451E-03        39.0451E-03         8.51571E-03
               39.6453E-03        39.6453E-03         8.77938E-03
               40.2438E-03        40.2438E-03         9.04655E-03
               40.8405E-03        40.8405E-03         9.31719E-03
               41.4356E-03        41.4356E-03         9.59127E-03
               42.0289E-03        42.0289E-03         9.86876E-03
               42.6204E-03        42.6204E-03        10.1496E-03 
               43.2102E-03        43.2102E-03        10.4339E-03 
               43.7982E-03        43.7982E-03        10.7215E-03 
               44.3844E-03        44.3844E-03        11.0124E-03 
               44.9689E-03        44.9689E-03        11.3065E-03 
               45.5515E-03        45.5515E-03        11.604E-03  
               46.1323E-03        46.1323E-03        11.9046E-03 
               46.7113E-03        46.7113E-03        12.2085E-03 
               47.2885E-03        47.2885E-03        12.5155E-03 
               47.8638E-03        47.8638E-03        12.8257E-03 
               48.4373E-03        48.4373E-03        13.139E-03  
               49.009E-03         49.009E-03         13.4554E-03 
               49.5787E-03        49.5787E-03        13.7749E-03 
               50.1466E-03        50.1466E-03        14.0975E-03 
               50.7126E-03        50.7126E-03        14.4231E-03 
               51.2767E-03        51.2767E-03        14.7516E-03 
               51.839E-03         51.839E-03         15.0832E-03 
               52.3993E-03        52.3993E-03        15.4177E-03 
