
                  X               X-Coords           Z-Coords    

                0.                11.7549E-39        -0.         
                1.57018E-03        1.57018E-03      205.975E-06  
                3.14753E-03        3.14753E-03      267.054E-06  
                4.74865E-03        4.74865E-03      327.257E-06  
                6.32279E-03        6.32279E-03      385.689E-06  
                7.89871E-03        7.89871E-03      435.986E-06  
                9.4823E-03         9.4823E-03       487.596E-06  
               11.0708E-03        11.0708E-03       547.419E-06  
               12.6586E-03        12.6586E-03       616.177E-06  
               14.246E-03         14.246E-03        692.227E-06  
               15.8342E-03        15.8342E-03       776.59E-06   
               17.4229E-03        17.4229E-03       870.242E-06  
               19.011E-03         19.011E-03        973.257E-06  
               20.5984E-03        20.5984E-03         1.08534E-03
               22.1852E-03        22.1852E-03         1.20662E-03
               23.7712E-03        23.7712E-03         1.33719E-03
               25.3563E-03        25.3563E-03         1.47702E-03
               26.9402E-03        26.9402E-03         1.62604E-03
               28.5231E-03        28.5231E-03         1.78422E-03
               30.1048E-03        30.1048E-03         1.95154E-03
               31.6853E-03        31.6853E-03         2.12797E-03
               33.2644E-03        33.2644E-03         2.31345E-03
               34.8422E-03        34.8422E-03         2.50795E-03
               36.4186E-03        36.4186E-03         2.71143E-03
               37.9935E-03        37.9935E-03         2.92385E-03
               39.5669E-03        39.5668E-03         3.14517E-03
               41.1387E-03        41.1387E-03         3.37535E-03
               42.7089E-03        42.7089E-03         3.61435E-03
               44.2775E-03        44.2775E-03         3.86213E-03
               45.8444E-03        45.8444E-03         4.11864E-03
               47.4095E-03        47.4095E-03         4.38385E-03
               48.9728E-03        48.9728E-03         4.65772E-03
               50.5344E-03        50.5344E-03         4.9402E-03 
               52.094E-03         52.094E-03          5.23126E-03
               53.6518E-03        53.6518E-03         5.53084E-03
               55.2076E-03        55.2076E-03         5.83892E-03
               56.7614E-03        56.7614E-03         6.15545E-03
               58.3131E-03        58.3131E-03         6.48038E-03
               59.8628E-03        59.8628E-03         6.81367E-03
               61.4104E-03        61.4104E-03         7.1553E-03 
               62.9559E-03        62.9559E-03         7.5052E-03 
               64.4991E-03        64.4991E-03         7.86334E-03
               66.0402E-03        66.0402E-03         8.22968E-03
               67.579E-03         67.579E-03          8.60418E-03
               69.1155E-03        69.1155E-03         8.98679E-03
               70.6497E-03        70.6497E-03         9.37748E-03
               72.1815E-03        72.1815E-03         9.77619E-03
               73.7109E-03        73.7109E-03        10.1829E-03 
               75.2379E-03        75.2379E-03        10.5975E-03 
               76.7624E-03        76.7624E-03        11.0201E-03 
               78.2844E-03        78.2844E-03        11.4505E-03 
               79.8039E-03        79.8039E-03        11.8887E-03 
               81.3209E-03        81.3209E-03        12.3347E-03 
               82.8352E-03        82.8352E-03        12.7885E-03 
               84.3469E-03        84.3469E-03        13.2499E-03 
               85.856E-03         85.856E-03         13.719E-03  
               87.3624E-03        87.3624E-03        14.1957E-03 
               88.8661E-03        88.8661E-03        14.68E-03   
               90.3671E-03        90.3671E-03        15.1717E-03 
               91.8653E-03        91.8653E-03        15.671E-03  
               93.3607E-03        93.3607E-03        16.1777E-03 
               94.8532E-03        94.8532E-03        16.6918E-03 
               96.343E-03         96.343E-03         17.2133E-03 
               97.8298E-03        97.8298E-03        17.742E-03  
               99.3138E-03        99.3138E-03        18.2781E-03 
              100.795E-03        100.795E-03         18.8213E-03 
              102.273E-03        102.273E-03         19.3718E-03 
              103.748E-03        103.748E-03         19.9294E-03 
              105.22E-03         105.22E-03          20.4941E-03 
              106.689E-03        106.689E-03         21.0658E-03 
              108.155E-03        108.155E-03         21.6446E-03 
              109.618E-03        109.618E-03         22.2304E-03 
              111.078E-03        111.078E-03         22.8231E-03 
              112.535E-03        112.535E-03         23.4226E-03 
              113.989E-03        113.989E-03         24.0291E-03 
              115.439E-03        115.439E-03         24.6423E-03 
              116.886E-03        116.886E-03         25.2623E-03 
              118.331E-03        118.331E-03         25.8891E-03 
              119.771E-03        119.771E-03         26.5225E-03 
              121.209E-03        121.209E-03         27.1626E-03 
              122.644E-03        122.644E-03         27.8093E-03 
              124.075E-03        124.075E-03         28.4625E-03 
              125.503E-03        125.503E-03         29.1223E-03 
              126.927E-03        126.927E-03         29.7885E-03 
              128.348E-03        128.348E-03         30.4612E-03 
              129.766E-03        129.766E-03         31.1403E-03 
