
                  X               X-Coords           Z-Coords    

                0.                11.7549E-39        -0.         
                2.545E-03          2.545E-03        130.256E-06  
                5.09296E-03        5.09296E-03      167.406E-06  
                7.6569E-03         7.6569E-03       203.812E-06  
               10.2035E-03        10.2035E-03       240.333E-06  
               12.7507E-03        12.7507E-03       271.137E-06  
               15.303E-03         15.303E-03        302.286E-06  
               17.859E-03         17.859E-03        338.751E-06  
               20.4146E-03        20.4146E-03       381.12E-06   
               22.9699E-03        22.9699E-03       427.993E-06  
               25.5261E-03        25.5261E-03       479.998E-06  
               28.0828E-03        28.0828E-03       537.891E-06  
               30.6394E-03        30.6394E-03       601.733E-06  
               33.1957E-03        33.1957E-03       671.262E-06  
               35.7519E-03        35.7519E-03       746.558E-06  
               38.308E-03         38.308E-03        827.711E-06  
               40.8638E-03        40.8638E-03       914.706E-06  
               43.4192E-03        43.4192E-03         1.00748E-03
               45.9743E-03        45.9743E-03         1.10603E-03
               48.529E-03         48.529E-03          1.21034E-03
               51.0834E-03        51.0834E-03         1.3204E-03 
               53.6373E-03        53.6373E-03         1.43618E-03
               56.1908E-03        56.1908E-03         1.55766E-03
               58.7439E-03        58.7439E-03         1.68484E-03
               61.2966E-03        61.2966E-03         1.81768E-03
               63.8487E-03        63.8487E-03         1.95617E-03
               66.4005E-03        66.4005E-03         2.10029E-03
               68.9517E-03        68.9517E-03         2.25003E-03
               71.5025E-03        71.5025E-03         2.40536E-03
               74.0527E-03        74.0527E-03         2.56627E-03
               76.6024E-03        76.6024E-03         2.73275E-03
               79.1516E-03        79.1516E-03         2.90477E-03
               81.7003E-03        81.7003E-03         3.08231E-03
               84.2484E-03        84.2484E-03         3.26536E-03
               86.7959E-03        86.796E-03          3.45391E-03
               89.3429E-03        89.3429E-03         3.64793E-03
               91.8893E-03        91.8893E-03         3.8474E-03 
               94.4351E-03        94.4351E-03         4.05231E-03
               96.9803E-03        96.9803E-03         4.26265E-03
               99.5249E-03        99.5249E-03         4.47839E-03
              102.069E-03        102.069E-03          4.69951E-03
              104.612E-03        104.612E-03          4.926E-03  
              107.155E-03        107.155E-03          5.15785E-03
              109.697E-03        109.697E-03          5.39502E-03
              112.238E-03        112.238E-03          5.63751E-03
              114.779E-03        114.779E-03          5.8853E-03 
              117.319E-03        117.319E-03          6.13837E-03
              119.859E-03        119.859E-03          6.39671E-03
              122.397E-03        122.397E-03          6.66029E-03
              124.935E-03        124.935E-03          6.92909E-03
              127.472E-03        127.472E-03          7.20311E-03
              130.009E-03        130.009E-03          7.48232E-03
              132.545E-03        132.545E-03          7.7667E-03 
              135.08E-03         135.08E-03           8.05624E-03
              137.614E-03        137.614E-03          8.35092E-03
              140.148E-03        140.148E-03          8.65072E-03
              142.68E-03         142.68E-03           8.95563E-03
              145.212E-03        145.212E-03          9.26562E-03
              147.743E-03        147.743E-03          9.58068E-03
              150.274E-03        150.274E-03          9.90079E-03
              152.803E-03        152.803E-03         10.2259E-03 
              155.332E-03        155.332E-03         10.5561E-03 
              157.86E-03         157.86E-03          10.8913E-03 
              160.387E-03        160.387E-03         11.2314E-03 
              162.914E-03        162.914E-03         11.5765E-03 
              165.439E-03        165.439E-03         11.9266E-03 
              167.964E-03        167.964E-03         12.2815E-03 
              170.488E-03        170.488E-03         12.6414E-03 
              173.011E-03        173.011E-03         13.0062E-03 
              175.533E-03        175.533E-03         13.3759E-03 
              178.054E-03        178.054E-03         13.7504E-03 
              180.574E-03        180.574E-03         14.1297E-03 
              183.093E-03        183.093E-03         14.5139E-03 
              185.612E-03        185.612E-03         14.9029E-03 
              188.13E-03         188.13E-03          15.2966E-03 
              190.646E-03        190.646E-03         15.6952E-03 
              193.162E-03        193.162E-03         16.0985E-03 
              195.677E-03        195.677E-03         16.5065E-03 
              198.191E-03        198.191E-03         16.9192E-03 
              200.704E-03        200.704E-03         17.3366E-03 
              203.216E-03        203.216E-03         17.7588E-03 
              205.727E-03        205.727E-03         18.1855E-03 
              208.237E-03        208.237E-03         18.617E-03  
              210.746E-03        210.746E-03         19.053E-03  
              213.255E-03        213.255E-03         19.4937E-03 
              215.762E-03        215.762E-03         19.939E-03  
              218.268E-03        218.268E-03         20.3888E-03 
              220.773E-03        220.773E-03         20.8432E-03 
