
                  X               X-Coords           Z-Coords    

                0.                11.7549E-39        -0.         
                2.84224E-03        2.84224E-03        1.18525E-03
                5.77263E-03        5.77263E-03        1.60118E-03
                8.79723E-03        8.79723E-03        2.01049E-03
               11.6825E-03        11.6825E-03         2.37709E-03
               14.5831E-03        14.5831E-03         2.71417E-03
               17.5149E-03        17.5149E-03         3.06705E-03
               20.4589E-03        20.4589E-03         3.46168E-03
               23.393E-03         23.393E-03          3.90038E-03
               26.3197E-03        26.3197E-03         4.38043E-03
               29.2415E-03        29.2415E-03         4.90678E-03
               32.1544E-03        32.1544E-03         5.48215E-03
               35.0548E-03        35.0548E-03         6.10642E-03
               37.9411E-03        37.9411E-03         6.77859E-03
               40.813E-03         40.813E-03          7.49876E-03
               43.6687E-03        43.6687E-03         8.26649E-03
               46.5074E-03        46.5074E-03         9.08105E-03
               49.3279E-03        49.3279E-03         9.94153E-03
               52.1297E-03        52.1297E-03        10.8472E-03 
               54.912E-03         54.912E-03         11.7972E-03 
               57.6742E-03        57.6742E-03        12.7906E-03 
               60.4157E-03        60.4157E-03        13.8265E-03 
               63.1361E-03        63.1361E-03        14.9041E-03 
               65.8347E-03        65.8347E-03        16.0224E-03 
               68.5114E-03        68.5114E-03        17.1805E-03 
               71.1657E-03        71.1657E-03        18.3776E-03 
               73.7972E-03        73.7972E-03        19.6126E-03 
               76.4057E-03        76.4057E-03        20.8849E-03 
               78.991E-03         78.991E-03         22.1934E-03 
               81.5526E-03        81.5526E-03        23.5373E-03 
               84.0906E-03        84.0906E-03        24.9158E-03 
               86.6045E-03        86.6045E-03        26.328E-03  
               89.0945E-03        89.0945E-03        27.7731E-03 
               91.5602E-03        91.5602E-03        29.2503E-03 
               94.0015E-03        94.0015E-03        30.7589E-03 
               96.4185E-03        96.4185E-03        32.2979E-03 
               98.8109E-03        98.8109E-03        33.8667E-03 
              101.179E-03        101.179E-03         35.4645E-03 
              103.522E-03        103.522E-03         37.0906E-03 
              105.841E-03        105.841E-03         38.7441E-03 
              108.135E-03        108.135E-03         40.4245E-03 
              110.404E-03        110.404E-03         42.131E-03  
              112.649E-03        112.649E-03         43.863E-03  
              114.869E-03        114.869E-03         45.6197E-03 
              117.064E-03        117.064E-03         47.4005E-03 
              119.235E-03        119.235E-03         49.2048E-03 
              121.382E-03        121.382E-03         51.0319E-03 
              123.504E-03        123.504E-03         52.8812E-03 
              125.602E-03        125.602E-03         54.7522E-03 
              127.676E-03        127.676E-03         56.6442E-03 
              129.726E-03        129.726E-03         58.5566E-03 
              131.752E-03        131.752E-03         60.4889E-03 
              133.754E-03        133.754E-03         62.4405E-03 
              135.732E-03        135.732E-03         64.4109E-03 
              137.687E-03        137.687E-03         66.3997E-03 
              139.618E-03        139.618E-03         68.4061E-03 
              141.526E-03        141.526E-03         70.4298E-03 
              143.411E-03        143.411E-03         72.4703E-03 
              145.273E-03        145.273E-03         74.527E-03  
              147.112E-03        147.112E-03         76.5996E-03 
              148.929E-03        148.929E-03         78.6876E-03 
              150.723E-03        150.723E-03         80.7904E-03 
              152.495E-03        152.495E-03         82.9078E-03 
              154.245E-03        154.245E-03         85.0392E-03 
              155.972E-03        155.972E-03         87.1843E-03 
              157.678E-03        157.678E-03         89.3426E-03 
              159.363E-03        159.363E-03         91.5138E-03 
              161.026E-03        161.026E-03         93.6975E-03 
              162.668E-03        162.668E-03         95.8933E-03 
              164.289E-03        164.289E-03         98.1008E-03 
              165.889E-03        165.889E-03        100.32E-03   
              167.469E-03        167.469E-03        102.55E-03   
              169.028E-03        169.028E-03        104.79E-03   
              170.568E-03        170.568E-03        107.042E-03  
              172.087E-03        172.087E-03        109.303E-03  
              173.586E-03        173.586E-03        111.574E-03  
              175.066E-03        175.066E-03        113.854E-03  
              176.527E-03        176.527E-03        116.144E-03  
              177.968E-03        177.968E-03        118.442E-03  
              179.391E-03        179.391E-03        120.749E-03  
              180.795E-03        180.795E-03        123.065E-03  
              182.18E-03         182.18E-03         125.388E-03  
              183.547E-03        183.547E-03        127.72E-03   
              184.896E-03        184.896E-03        130.059E-03  
              186.227E-03        186.227E-03        132.405E-03  
              187.54E-03         187.54E-03         134.759E-03  
              188.836E-03        188.836E-03        137.119E-03  
              190.114E-03        190.114E-03        139.486E-03  
