
                  X               X-Coords           Z-Coords    

                0.                11.7549E-39        -0.         
                2.57589E-03        2.57589E-03      223.034E-06  
                5.15816E-03        5.15816E-03      288.243E-06  
                7.76686E-03        7.76686E-03      352.592E-06  
               10.3459E-03        10.3459E-03       416.369E-06  
               12.9263E-03        12.9263E-03       470.976E-06  
               15.515E-03         15.515E-03        526.664E-06  
               18.1094E-03        18.1094E-03       591.421E-06  
               20.7031E-03        20.7031E-03       666.103E-06  
               23.296E-03         23.296E-03        748.588E-06  
               25.8901E-03        25.8901E-03       839.943E-06  
               28.4847E-03        28.4847E-03       941.327E-06  
               31.0788E-03        31.0788E-03         1.05281E-03
               33.6722E-03        33.6722E-03         1.17399E-03
               36.2651E-03        36.2651E-03         1.305E-03  
               38.8573E-03        38.8573E-03         1.44594E-03
               41.4487E-03        41.4487E-03         1.59677E-03
               44.0391E-03        44.0391E-03         1.75738E-03
               46.6285E-03        46.6285E-03         1.92775E-03
               49.217E-03         49.217E-03          2.10784E-03
               51.8043E-03        51.8043E-03         2.29761E-03
               54.3906E-03        54.3906E-03         2.497E-03  
               56.9757E-03        56.9757E-03         2.70596E-03
               59.5597E-03        59.5597E-03         2.92445E-03
               62.1424E-03        62.1424E-03         3.15241E-03
               64.7239E-03        64.7239E-03         3.38982E-03
               67.3042E-03        67.3042E-03         3.6366E-03 
               69.8831E-03        69.8831E-03         3.89273E-03
               72.4607E-03        72.4607E-03         4.15816E-03
               75.0369E-03        75.0369E-03         4.43283E-03
               77.6118E-03        77.6118E-03         4.7167E-03 
               80.1852E-03        80.1852E-03         5.00974E-03
               82.7572E-03        82.7572E-03         5.31188E-03
               85.3277E-03        85.3277E-03         5.6231E-03 
               87.8968E-03        87.8968E-03         5.94333E-03
               90.4643E-03        90.4643E-03         6.27254E-03
               93.0303E-03        93.0303E-03         6.61068E-03
               95.5946E-03        95.5946E-03         6.95771E-03
               98.1574E-03        98.1574E-03         7.31357E-03
              100.719E-03        100.719E-03          7.67823E-03
              103.278E-03        103.278E-03          8.05165E-03
              105.836E-03        105.836E-03          8.43377E-03
              108.392E-03        108.392E-03          8.82454E-03
              110.947E-03        110.947E-03          9.22394E-03
              113.499E-03        113.499E-03          9.63191E-03
              116.05E-03         116.05E-03          10.0484E-03 
              118.6E-03          118.6E-03           10.4734E-03 
              121.147E-03        121.147E-03         10.9068E-03 
              123.693E-03        123.693E-03         11.3486E-03 
              126.236E-03        126.236E-03         11.7988E-03 
              128.778E-03        128.778E-03         12.2573E-03 
              131.318E-03        131.318E-03         12.724E-03  
              133.856E-03        133.856E-03         13.199E-03  
              136.393E-03        136.393E-03         13.6821E-03 
              138.927E-03        138.927E-03         14.1734E-03 
              141.459E-03        141.459E-03         14.6727E-03 
              143.99E-03         143.99E-03          15.1801E-03 
              146.518E-03        146.518E-03         15.6955E-03 
              149.044E-03        149.044E-03         16.2189E-03 
              151.569E-03        151.569E-03         16.7502E-03 
              154.091E-03        154.091E-03         17.2894E-03 
              156.611E-03        156.611E-03         17.8364E-03 
              159.13E-03         159.13E-03          18.3911E-03 
              161.646E-03        161.646E-03         18.9537E-03 
              164.16E-03         164.16E-03          19.5239E-03 
              166.672E-03        166.672E-03         20.1018E-03 
              169.181E-03        169.181E-03         20.6873E-03 
              171.689E-03        171.689E-03         21.2804E-03 
              174.195E-03        174.195E-03         21.8811E-03 
              176.698E-03        176.698E-03         22.4892E-03 
              179.199E-03        179.199E-03         23.1048E-03 
              181.698E-03        181.698E-03         23.7278E-03 
              184.195E-03        184.195E-03         24.3582E-03 
              186.689E-03        186.689E-03         24.9959E-03 
              189.182E-03        189.182E-03         25.6409E-03 
              191.672E-03        191.672E-03         26.2931E-03 
              194.16E-03         194.16E-03          26.9526E-03 
              196.645E-03        196.645E-03         27.6192E-03 
              199.128E-03        199.128E-03         28.2929E-03 
              201.609E-03        201.609E-03         28.9738E-03 
              204.088E-03        204.088E-03         29.6617E-03 
              206.565E-03        206.565E-03         30.3565E-03 
              209.039E-03        209.039E-03         31.0584E-03 
              211.51E-03         211.51E-03          31.7672E-03 
              213.98E-03         213.98E-03          32.4829E-03 
              216.447E-03        216.447E-03         33.2054E-03 
              218.912E-03        218.912E-03         33.9347E-03 
              221.374E-03        221.374E-03         34.6708E-03 
