
                  X               X-Coords           Z-Coords    

                0.                11.7549E-39        -0.         
                2.53896E-03        2.53896E-03      111.904E-06  
                5.08054E-03        5.08054E-03      143.803E-06  
                7.63602E-03        7.63602E-03      175.368E-06  
               10.1765E-03        10.1765E-03       207.473E-06  
               12.7174E-03        12.7174E-03       234.922E-06  
               15.2627E-03        15.2627E-03       262.907E-06  
               17.8109E-03        17.8109E-03       295.716E-06  
               20.3588E-03        20.3588E-03       333.829E-06  
               22.9063E-03        22.9063E-03       375.988E-06  
               25.4544E-03        25.4544E-03       422.705E-06  
               28.0028E-03        28.0028E-03       474.618E-06  
               30.5511E-03        30.5511E-03       531.757E-06  
               33.099E-03         33.099E-03        593.873E-06  
               35.6467E-03        35.6467E-03       661.015E-06  
               38.1942E-03        38.1942E-03       733.249E-06  
               40.7413E-03        40.7413E-03       810.545E-06  
               43.288E-03         43.288E-03        892.836E-06  
               45.8344E-03        45.8344E-03       980.103E-06  
               48.3804E-03        48.3804E-03         1.07233E-03
               50.926E-03         50.926E-03          1.16949E-03
               53.4712E-03        53.4712E-03         1.27156E-03
               56.0159E-03        56.0159E-03         1.3785E-03 
               58.5602E-03        58.5602E-03         1.4903E-03 
               61.1041E-03        61.1041E-03         1.60692E-03
               63.6476E-03        63.6476E-03         1.72835E-03
               66.1906E-03        66.1906E-03         1.85456E-03
               68.7331E-03        68.7331E-03         1.98553E-03
               71.2752E-03        71.2752E-03         2.12123E-03
               73.8168E-03        73.8168E-03         2.26165E-03
               76.3579E-03        76.3579E-03         2.40676E-03
               78.8985E-03        78.8985E-03         2.55653E-03
               81.4387E-03        81.4387E-03         2.71094E-03
               83.9783E-03        83.9783E-03         2.86998E-03
               86.5174E-03        86.5174E-03         3.03362E-03
               89.0561E-03        89.0561E-03         3.20183E-03
               91.5942E-03        91.5942E-03         3.3746E-03 
               94.1318E-03        94.1318E-03         3.5519E-03 
               96.6689E-03        96.6689E-03         3.73371E-03
               99.2054E-03        99.2054E-03         3.92001E-03
              101.741E-03        101.741E-03          4.11077E-03
              104.277E-03        104.277E-03          4.30598E-03
              106.812E-03        106.812E-03          4.50561E-03
              109.346E-03        109.346E-03          4.70964E-03
              111.88E-03         111.88E-03           4.91805E-03
              114.413E-03        114.413E-03          5.13081E-03
              116.946E-03        116.946E-03          5.34791E-03
              119.478E-03        119.478E-03          5.56933E-03
              122.009E-03        122.009E-03          5.79503E-03
              124.54E-03         124.54E-03           6.02501E-03
              127.071E-03        127.071E-03          6.25924E-03
              129.6E-03          129.6E-03            6.4977E-03 
              132.129E-03        132.129E-03          6.74037E-03
              134.658E-03        134.658E-03          6.98722E-03
              137.186E-03        137.186E-03          7.23824E-03
              139.713E-03        139.713E-03          7.4934E-03 
              142.24E-03         142.24E-03           7.75269E-03
              144.766E-03        144.766E-03          8.01608E-03
              147.291E-03        147.291E-03          8.28356E-03
              149.816E-03        149.816E-03          8.55509E-03
              152.34E-03         152.34E-03           8.83067E-03
              154.864E-03        154.864E-03          9.11027E-03
              157.387E-03        157.387E-03          9.39388E-03
              159.909E-03        159.909E-03          9.68146E-03
              162.431E-03        162.431E-03          9.973E-03  
              164.952E-03        164.952E-03         10.2685E-03 
              167.472E-03        167.472E-03         10.5679E-03 
              169.992E-03        169.992E-03         10.8712E-03 
              172.511E-03        172.511E-03         11.1784E-03 
              175.029E-03        175.029E-03         11.4894E-03 
              177.547E-03        177.547E-03         11.8043E-03 
              180.064E-03        180.064E-03         12.123E-03  
              182.58E-03         182.58E-03          12.4456E-03 
              185.096E-03        185.096E-03         12.7719E-03 
              187.611E-03        187.611E-03         13.1019E-03 
              190.125E-03        190.125E-03         13.4357E-03 
              192.639E-03        192.639E-03         13.7733E-03 
              195.152E-03        195.152E-03         14.1145E-03 
              197.664E-03        197.664E-03         14.4594E-03 
              200.176E-03        200.176E-03         14.808E-03  
              202.687E-03        202.687E-03         15.1602E-03 
              205.197E-03        205.197E-03         15.5161E-03 
              207.707E-03        207.707E-03         15.8756E-03 
              210.216E-03        210.216E-03         16.2387E-03 
              212.724E-03        212.724E-03         16.6053E-03 
              215.231E-03        215.231E-03         16.9755E-03 
              217.738E-03        217.738E-03         17.3493E-03 
              220.244E-03        220.244E-03         17.7265E-03 
