
                  X               X-Coords           Z-Coords    

                0.                11.7549E-39        -0.         
                2.54501E-03        2.54501E-03      130.294E-06  
                5.093E-03          5.093E-03        167.461E-06  
                7.65697E-03        7.65697E-03      203.895E-06  
               10.2036E-03        10.2036E-03       240.431E-06  
               12.7508E-03        12.7508E-03       271.251E-06  
               15.3031E-03        15.3031E-03       302.419E-06  
               17.8591E-03        17.8591E-03       338.905E-06  
               20.4148E-03        20.4148E-03       381.296E-06  
               22.9702E-03        22.9702E-03       428.192E-06  
               25.5263E-03        25.5263E-03       480.224E-06  
               28.0831E-03        28.0831E-03       538.145E-06  
               30.6397E-03        30.6397E-03       602.019E-06  
               33.196E-03         33.196E-03        671.582E-06  
               35.7523E-03        35.7523E-03       746.915E-06  
               38.3084E-03        38.3084E-03       828.108E-06  
               40.8642E-03        40.8642E-03       915.145E-06  
               43.4196E-03        43.4196E-03         1.00796E-03
               45.9747E-03        45.9747E-03         1.10656E-03
               48.5295E-03        48.5295E-03         1.21092E-03
               51.0839E-03        51.0839E-03         1.32104E-03
               53.6378E-03        53.6378E-03         1.43687E-03
               56.1914E-03        56.1914E-03         1.55842E-03
               58.7445E-03        58.7445E-03         1.68565E-03
               61.2972E-03        61.2972E-03         1.81856E-03
               63.8494E-03        63.8494E-03         1.95712E-03
               66.4011E-03        66.4011E-03         2.10131E-03
               68.9524E-03        68.9524E-03         2.25112E-03
               71.5032E-03        71.5032E-03         2.40653E-03
               74.0534E-03        74.0534E-03         2.56752E-03
               76.6032E-03        76.6032E-03         2.73408E-03
               79.1524E-03        79.1524E-03         2.90618E-03
               81.7011E-03        81.7011E-03         3.08382E-03
               84.2492E-03        84.2492E-03         3.26696E-03
               86.7968E-03        86.7968E-03         3.4556E-03 
               89.3438E-03        89.3438E-03         3.64971E-03
               91.8902E-03        91.8902E-03         3.84929E-03
               94.436E-03         94.436E-03          4.0543E-03 
               96.9813E-03        96.9813E-03         4.26474E-03
               99.5259E-03        99.5259E-03         4.48058E-03
              102.07E-03         102.07E-03           4.70182E-03
              104.613E-03        104.613E-03          4.92842E-03
              107.156E-03        107.156E-03          5.16038E-03
              109.698E-03        109.698E-03          5.39768E-03
              112.239E-03        112.239E-03          5.64029E-03
              114.78E-03         114.78E-03           5.8882E-03 
              117.32E-03         117.32E-03           6.1414E-03 
              119.86E-03         119.86E-03           6.39986E-03
              122.398E-03        122.398E-03          6.66357E-03
              124.936E-03        124.936E-03          6.93251E-03
              127.474E-03        127.474E-03          7.20667E-03
              130.01E-03         130.01E-03           7.48601E-03
              132.546E-03        132.546E-03          7.77054E-03
              135.081E-03        135.081E-03          8.06022E-03
              137.615E-03        137.615E-03          8.35505E-03
              140.149E-03        140.149E-03          8.655E-03  
              142.681E-03        142.681E-03          8.96006E-03
              145.213E-03        145.213E-03          9.27021E-03
              147.745E-03        147.745E-03          9.58543E-03
              150.275E-03        150.275E-03          9.90571E-03
              152.805E-03        152.805E-03         10.231E-03  
              155.333E-03        155.333E-03         10.5613E-03 
              157.861E-03        157.861E-03         10.8967E-03 
              160.389E-03        160.389E-03         11.237E-03  
              162.915E-03        162.915E-03         11.5823E-03 
              165.44E-03         165.44E-03          11.9325E-03 
              167.965E-03        167.965E-03         12.2876E-03 
              170.489E-03        170.489E-03         12.6477E-03 
              173.012E-03        173.012E-03         13.0127E-03 
              175.534E-03        175.534E-03         13.3825E-03 
              178.055E-03        178.055E-03         13.7572E-03 
              180.575E-03        180.575E-03         14.1368E-03 
              183.095E-03        183.095E-03         14.5211E-03 
              185.613E-03        185.613E-03         14.9103E-03 
              188.131E-03        188.131E-03         15.3043E-03 
              190.647E-03        190.647E-03         15.703E-03  
              193.163E-03        193.163E-03         16.1065E-03 
              195.678E-03        195.678E-03         16.5147E-03 
              198.192E-03        198.192E-03         16.9277E-03 
              200.705E-03        200.705E-03         17.3453E-03 
              203.217E-03        203.217E-03         17.7677E-03 
              205.728E-03        205.728E-03         18.1946E-03 
              208.238E-03        208.238E-03         18.6263E-03 
              210.747E-03        210.747E-03         19.0626E-03 
              213.256E-03        213.256E-03         19.5035E-03 
              215.763E-03        215.763E-03         19.9489E-03 
              218.269E-03        218.269E-03         20.399E-03  
              220.774E-03        220.774E-03         20.8536E-03 
