
                  X               X-Coords           Z-Coords    

                0.               -11.7549E-39        -0.         
                1.74633E-03        1.74633E-03      955.589E-06  
                3.57688E-03        3.57689E-03        1.32466E-03
                5.45683E-03        5.45683E-03        1.65868E-03
                7.23881E-03        7.23881E-03        1.92537E-03
                9.0407E-03         9.0407E-03         2.15744E-03
               10.8682E-03        10.8682E-03         2.385E-03  
               12.7108E-03        12.7108E-03         2.62706E-03
               14.5531E-03        14.5531E-03         2.88857E-03
               16.398E-03         16.398E-03          3.17083E-03
               18.2458E-03        18.2458E-03         3.47874E-03
               20.0941E-03        20.0941E-03         3.81531E-03
               21.9401E-03        21.9401E-03         4.18194E-03
               23.7824E-03        23.7824E-03         4.57919E-03
               25.6202E-03        25.6202E-03         5.00808E-03
               27.4522E-03        27.4522E-03         5.46908E-03
               29.2771E-03        29.2771E-03         5.96251E-03
               31.0941E-03        31.0941E-03         6.48839E-03
               32.9023E-03        32.9023E-03         7.04684E-03
               34.7007E-03        34.7007E-03         7.6378E-03 
               36.4887E-03        36.4887E-03         8.26119E-03
               38.2654E-03        38.2654E-03         8.91683E-03
               40.0302E-03        40.0302E-03         9.60455E-03
               41.7824E-03        41.7824E-03        10.3241E-03 
               43.5212E-03        43.5212E-03        11.0753E-03 
               45.2461E-03        45.2461E-03        11.8579E-03 
               46.9565E-03        46.9565E-03        12.6714E-03 
               48.6517E-03        48.6517E-03        13.5158E-03 
               50.3312E-03        50.3312E-03        14.3905E-03 
               51.9944E-03        51.9944E-03        15.2953E-03 
               53.6408E-03        53.6408E-03        16.2299E-03 
               55.2698E-03        55.2698E-03        17.1938E-03 
               56.8809E-03        56.8809E-03        18.1867E-03 
               58.4736E-03        58.4736E-03        19.2082E-03 
               60.0474E-03        60.0474E-03        20.2579E-03 
               61.6018E-03        61.6018E-03        21.3354E-03 
               63.1364E-03        63.1364E-03        22.4403E-03 
               64.6506E-03        64.6506E-03        23.5722E-03 
               66.1441E-03        66.1441E-03        24.7307E-03 
               67.6164E-03        67.6164E-03        25.9152E-03 
               69.0671E-03        69.0671E-03        27.1254E-03 
               70.4957E-03        70.4957E-03        28.3609E-03 
               71.9019E-03        71.9019E-03        29.6212E-03 
               73.2853E-03        73.2853E-03        30.9057E-03 
               74.6454E-03        74.6454E-03        32.2142E-03 
               75.982E-03         75.982E-03         33.546E-03  
               77.2945E-03        77.2945E-03        34.9008E-03 
               78.5828E-03        78.5828E-03        36.2781E-03 
               79.8464E-03        79.8464E-03        37.6773E-03 
               81.085E-03         81.085E-03         39.098E-03  
               82.2983E-03        82.2983E-03        40.5397E-03 
               83.486E-03         83.486E-03         42.002E-03  
               84.6477E-03        84.6477E-03        43.4842E-03 
               85.7832E-03        85.7832E-03        44.986E-03  
               86.8922E-03        86.8922E-03        46.5068E-03 
               87.9743E-03        87.9743E-03        48.0461E-03 
               89.0295E-03        89.0295E-03        49.6034E-03 
               90.0573E-03        90.0573E-03        51.1782E-03 
               91.0576E-03        91.0576E-03        52.77E-03   
               92.03E-03          92.03E-03          54.3783E-03 
               92.9745E-03        92.9745E-03        56.0025E-03 
               93.8907E-03        93.8907E-03        57.6421E-03 
               94.7785E-03        94.7785E-03        59.2967E-03 
               95.6377E-03        95.6377E-03        60.9656E-03 
               96.468E-03         96.468E-03         62.6484E-03 
               97.2693E-03        97.2693E-03        64.3445E-03 
               98.0415E-03        98.0415E-03        66.0534E-03 
               98.7844E-03        98.7844E-03        67.7746E-03 
               99.4978E-03        99.4978E-03        69.5076E-03 
              100.182E-03        100.182E-03         71.2517E-03 
              100.836E-03        100.836E-03         73.0066E-03 
              101.46E-03         101.46E-03          74.7715E-03 
              102.054E-03        102.054E-03         76.5462E-03 
              102.619E-03        102.619E-03         78.3299E-03 
              103.153E-03        103.153E-03         80.1222E-03 
              103.657E-03        103.657E-03         81.9225E-03 
              104.13E-03         104.13E-03          83.7303E-03 
              104.574E-03        104.574E-03         85.5451E-03 
              104.986E-03        104.986E-03         87.3663E-03 
              105.369E-03        105.369E-03         89.1935E-03 
              105.721E-03        105.721E-03         91.0261E-03 
              106.042E-03        106.042E-03         92.8636E-03 
              106.334E-03        106.334E-03         94.7054E-03 
              106.594E-03        106.594E-03         96.5511E-03 
              106.824E-03        106.824E-03         98.4001E-03 
